DATASET=TINY,TYPE=WITH_FAULT_TOLERANCE,NODES=42,LINKS=63,REQUESTS=100
REQUEST PASSED, REQUESTS FAILED, AVERAGE REQUEST DELAY, AVERAGE REQUEST COST, AVERAGE FAILURE PROBABILITY, AVERAGE LENGTH OF PATHS, MEAN NODE [CPU, RAM], MEAN LINK BANDWIDTH
242,8,15.517933884297515,13.210330578512398,36.736912332062424%,6.549586776859504,[28.98, 42.98],191.29
REQUEST STATUS,REQUEST ID,PATH ID,FAILURE PROBABILITY,DELAY,COST,FUNCTIONS,PATH
APPROVED|,1|,R1P1|,30.974664679582713%|,11.23|,11.6|,['F3', 'F2', 'F4', 'F5']|,[18, 306, 398, 352, 367, 200]|
APPROVED|,2|,R2P1|,39.257881462799496%|,16.279999999999998|,14.500000000000002|,['F2', 'F3', 'F1', 'F4', 'F5']|,[204, 368, 393, 337, 355, 344, 130]|
APPROVED|,3|,R3P3|,35.45460277427491%|,14.829999999999998|,14.5|,['F2', 'F5']|,[243, 381, 369, 315, 353, 302, 5]|
APPROVED|,4|,R4P1|,37.4120218579235%|,20.069999999999997|,15.7|,['F1', 'F5']|,[137, 346, 321, 331, 357, 379, 359, 175]|
APPROVED|,5|,R5P1|,40.18852459016394%|,19.389999999999997|,14.700000000000001|,['F1', 'F5', 'F2']|,[297, 399, 328, 316, 385, 349, 147]|
APPROVED|,6|,R6P1|,32.341530054644814%|,10.25|,9.799999999999999|,['F3', 'F4', 'F1']|,[197, 366, 307, 387, 259]|
APPROVED|,7|,R7P1|,33.743379571248425%|,14.38|,13.799999999999999|,['F4', 'F2']|,[116, 339, 361, 365, 348, 303, 9]|
APPROVED|,8|,R8P2|,32.399403874813714%|,16.03|,12.6|,['F1', 'F3', 'F2']|,[4, 302, 346, 321, 324, 71]|
APPROVED|,9|,R9P1|,39.317150063051706%|,13.94|,14.799999999999999|,['F3']|,[9, 303, 344, 384, 372, 314, 41]|
APPROVED|,10|,R10P1|,38.047288776796975%|,12.9|,14.000000000000002|,['F5']|,[171, 357, 331, 321, 311, 363, 187]|
APPROVED|,11|,R11P1|,30.830104321907605%|,13.100000000000001|,12.1|,['F4']|,[225, 375, 326, 322, 332, 94]|
APPROVED|,12|,R12P1|,34.01954602774275%|,17.79|,14.5|,['F4', 'F3']|,[125, 342, 397, 304, 352, 389, 265]|
DENIED|,13|,NONE|,NONE|,0|,0|,['F5', 'F2', 'F3', 'F4', 'F1']|,src=221|, dest=162|
APPROVED|,14|,R14P1|,39.11028315946349%|,12.74|,12.6|,['F5', 'F2', 'F1']|,[42, 314, 319, 386, 325, 75]|
APPROVED|,15|,R15P2|,43.182219419924344%|,13.56|,14.5|,['F4', 'F3', 'F5', 'F2']|,[243, 381, 318, 337, 393, 336, 108]|
APPROVED|,16|,R16P2|,36.11803278688525%|,18.999999999999996|,16.2|,['F4', 'F1', 'F5', 'F2']|,[120, 340, 356, 389, 323, 306, 329, 86]|
APPROVED|,17|,R17P1|,40.12925598991173%|,13.66|,13.8|,['F4', 'F2']|,[211, 371, 311, 321, 331, 314, 41]|
APPROVED|,18|,R18P1|,37.836696090794455%|,15.39|,14.2|,['F2', 'F5', 'F1']|,[67, 323, 313, 324, 321, 346, 137]|
