DATASET=TINY,TYPE=WITH_FAULT_TOLERANCE,NODES=42,LINKS=63,REQUESTS=100
REQUEST PASSED, REQUESTS FAILED, AVERAGE REQUEST DELAY, AVERAGE REQUEST COST, AVERAGE FAILURE PROBABILITY, AVERAGE LENGTH OF PATHS, MEAN NODE [CPU, RAM], MEAN LINK BANDWIDTH
233,17,15.984334763948494,13.735193133047211,36.79901797328346%,6.789699570815451,[29.24, 43.24],189.765
REQUEST STATUS,REQUEST ID,PATH ID,FAILURE PROBABILITY,DELAY,COST,FUNCTIONS,PATH
APPROVED|,1|,R1P1|,31.795827123695975%|,14.23|,11.200000000000001|,['F2', 'F1', 'F5', 'F3']|,[154, 352, 389, 356, 340, 120]|
APPROVED|,2|,R2P2|,37.92244640605297%|,15.7|,14.399999999999999|,['F1', 'F4']|,[221, 374, 373, 390, 328, 316, 46]|
APPROVED|,3|,R3P1|,35.9150521609538%|,13.980000000000002|,11.600000000000001|,['F2', 'F1', 'F3', 'F4']|,[245, 382, 389, 352, 367, 201]|
APPROVED|,4|,R4P1|,39.34237074401008%|,14.42|,14.8|,['F3']|,[182, 361, 320, 327, 332, 322, 66]|
APPROVED|,5|,R5P2|,30.577049180327872%|,19.940000000000005|,16.4|,['F1', 'F4']|,[264, 388, 375, 326, 351, 303, 344, 131]|
APPROVED|,6|,R6P1|,35.221311475409834%|,12.709999999999999|,9.899999999999999|,['F2', 'F1']|,[2, 301, 396, 355, 163]|
APPROVED|,7|,R7P1|,24.42167577413479%|,14.13|,9.299999999999999|,['F5', 'F2']|,[144, 348, 308, 386, 258]|
APPROVED|,8|,R8P2|,38.53114754098361%|,17.450000000000003|,15.5|,['F1', 'F5']|,[120, 340, 356, 307, 388, 336, 393, 277]|
APPROVED|,9|,R9P1|,37.852459016393446%|,7.42|,7.8999999999999995|,['F4', 'F1', 'F3']|,[133, 345, 304, 10]|
APPROVED|,10|,R10P1|,42.72578241430701%|,10.79|,12.0|,['F5']|,[285, 395, 301, 392, 376, 226]|
APPROVED|,11|,R11P2|,37.994325346784365%|,17.85|,14.9|,['F3', 'F1', 'F4', 'F5', 'F2']|,[53, 318, 325, 400, 344, 303, 7]|
APPROVED|,12|,R12P1|,45.89617486338797%|,15.660000000000002|,16.5|,['F1']|,[16, 306, 329, 391, 380, 396, 312, 36]|
APPROVED|,13|,R13P3|,39.18142076502732%|,17.44|,16.400000000000002|,['F2']|,[186, 362, 327, 320, 329, 391, 395, 283]|
APPROVED|,14|,R14P3|,34.42189006750241%|,22.25|,18.999999999999996|,['F5', 'F2', 'F3', 'F4', 'F1']|,[104, 335, 371, 399, 328, 316, 378, 381, 241]|
APPROVED|,15|,R15P1|,39.986759142496844%|,13.639999999999999|,15.200000000000001|,['F3', 'F5', 'F2']|,[157, 353, 302, 386, 319, 314, 40]|
APPROVED|,16|,R16P1|,43.2682563338301%|,16.009999999999998|,12.5|,['F2', 'F1', 'F3', 'F4', 'F5']|,[207, 369, 366, 312, 374, 221]|
APPROVED|,17|,R17P1|,36.701765447667086%|,19.15|,14.0|,['F4', 'F3', 'F2']|,[274, 392, 301, 396, 380, 309, 27]|
APPROVED|,18|,R18P1|,35.95271122320303%|,17.630000000000003|,13.9|,['F2', 'F1', 'F5']|,[291, 397, 341, 349, 388, 336, 106]|
