DATASET=TINY,TYPE=WITHOUT_FAULT_TOLERANCE,NODES=42,LINKS=63,REQUESTS=100
REQUEST PASSED, REQUESTS FAILED, AVERAGE REQUEST DELAY, AVERAGE REQUEST COST, AVERAGE FAILURE PROBABILITY, AVERAGE LENGTH OF PATHS, MEAN NODE [CPU, RAM], MEAN LINK BANDWIDTH
142,108,19.206408450704224,16.69929577464789,32.23329216715686%,8.084507042253522,[42.48, 56.48],143.93392857142857
REQUEST STATUS,REQUEST ID,PATH ID,FAILURE PROBABILITY,DELAY,COST,FUNCTIONS,PATH
APPROVED|,65|,R65P2|,39.71440897325281%|,24.54|,20.5|,['F1', 'F5']|,[340, 48, 19, 18, 4, 3, 15, 40, 90, 510]|
DENIED|,66|,NONE|,NONE%|,0|,0|,['F1', 'F5', 'F2', 'F4', 'F3']|,src=205|,dest=360|
DENIED|,67|,NONE|,NONE%|,0|,0|,['F1', 'F3']|,src=435|,dest=317|
APPROVED|,68|,R68P4|,34.8085824493732%|,21.429999999999996|,18.6|,['F1', 'F2']|,[362, 53, 22, 23, 7, 8, 26, 27, 255]|
DENIED|,69|,NONE|,NONE%|,0|,0|,['F5']|,src=428|,dest=576|
APPROVED|,70|,R70P1|,27.3625472887768%|,15.28|,14.499999999999998|,['F2', 'F1']|,[199, 13, 12, 11, 30, 69, 426]|
DENIED|,71|,NONE|,NONE%|,0|,0|,['F5']|,src=161|,dest=198|
DENIED|,72|,NONE|,NONE%|,0|,0|,['F2', 'F4', 'F1']|,src=195|,dest=581|
APPROVED|,73|,R73P1|,20.059198542805103%|,11.190000000000001|,9.6|,['F1', 'F4', 'F5']|,[321, 43, 42, 41, 314]|
APPROVED|,74|,R74P2|,37.43917169974116%|,22.4|,20.599999999999998|,['F1', 'F3', 'F4']|,[492, 86, 38, 39, 15, 16, 17, 44, 98, 539]|
APPROVED|,75|,R75P1|,18.906323185011708%|,5.7|,7.4|,['F2']|,[280, 33, 12, 197]|
DENIED|,76|,NONE|,NONE%|,0|,0|,['F3']|,src=497|,dest=244|
APPROVED|,77|,R77P1|,36.12487945998071%|,24.860000000000003|,19.0|,['F1', 'F4', 'F3', 'F5']|,[356, 52, 21, 20, 19, 18, 45, 99, 545]|
APPROVED|,78|,R78P1|,26.19735182849937%|,15.83|,14.400000000000002|,['F4', 'F3']|,[426, 69, 30, 11, 12, 34, 286]|
DENIED|,79|,NONE|,NONE%|,0|,0|,['F5', 'F4', 'F3', 'F1']|,src=576|,dest=184|
APPROVED|,80|,R80P2|,34.69382835101254%|,20.11|,19.0|,['F1', 'F2', 'F5']|,[186, 9, 10, 1, 12, 13, 36, 81, 472]|
APPROVED|,81|,R81P3|,30.628254580520736%|,23.260000000000005|,18.9|,['F3', 'F4', 'F1', 'F2', 'F5']|,[419, 68, 29, 28, 27, 26, 25, 59, 384]|
APPROVED|,82|,R82P1|,41.14495254529768%|,26.53|,20.6|,['F3', 'F1', 'F2']|,[256, 27, 9, 10, 1, 2, 14, 38, 85, 490]|
APPROVED|,83|,R83P2|,33.26084860173577%|,16.959999999999997|,17.8|,['F1', 'F3']|,[333, 46, 18, 17, 16, 15, 40, 89, 504]|
DENIED|,84|,NONE|,NONE%|,0|,0|,['F2', 'F5', 'F3']|,src=157|,dest=382|
DENIED|,85|,NONE|,NONE%|,0|,0|,['F1', 'F2', 'F5', 'F4', 'F3']|,src=596|,dest=251|
APPROVED|,86|,R86P1|,28.291803278688523%|,19.26|,15.9|,['F4', 'F3', 'F5', 'F1']|,[298, 37, 14, 15, 16, 17, 43, 319]|
APPROVED|,87|,R87P2|,28.43368107302534%|,11.8|,12.1|,['F2', 'F1']|,[270, 30, 29, 67, 66, 414]|
APPROVED|,88|,R88P3|,27.481967213114753%|,20.06|,16.799999999999997|,['F1', 'F2', 'F3']|,[238, 22, 23, 24, 25, 26, 61, 394]|
APPROVED|,89|,R89P1|,28.613493064312742%|,17.83|,14.2|,['F3', 'F5', 'F1', 'F4']|,[335, 47, 19, 20, 21, 52, 355]|
APPROVED|,90|,R90P1|,41.25464480874317%|,20.529999999999998|,17.6|,['F5']|,[337, 47, 19, 5, 6, 7, 24, 244]|
APPROVED|,91|,R91P1|,26.19735182849937%|,17.150000000000002|,14.4|,['F1', 'F5', 'F4', 'F3']|,[283, 34, 12, 11, 30, 69, 423]|
APPROVED|,92|,R92P1|,27.158259773013874%|,17.59|,14.9|,['F3', 'F1', 'F2']|,[561, 103, 47, 48, 49, 108, 582]|
DENIED|,93|,NONE|,NONE%|,0|,0|,['F2']|,src=378|,dest=268|
APPROVED|,94|,R94P3|,31.73224043715847%|,21.290000000000003|,16.7|,['F4', 'F1', 'F2', 'F5']|,[206, 14, 13, 12, 11, 30, 69, 423]|
APPROVED|,95|,R95P2|,36.905090595340816%|,23.349999999999994|,21.200000000000003|,['F5', 'F4', 'F1', 'F3']|,[473, 81, 36, 13, 12, 1, 10, 9, 27, 255]|
DENIED|,96|,NONE|,NONE%|,0|,0|,['F5', 'F4']|,src=384|,dest=490|
APPROVED|,97|,R97P1|,41.7547288776797%|,18.560000000000002|,14.3|,['F1', 'F5']|,[174, 6, 5, 4, 18, 45, 329]|
APPROVED|,98|,R98P1|,21.181238615664846%|,9.43|,9.7|,['F3', 'F1', 'F5', 'F4']|,[600, 113, 52, 53, 360]|
DENIED|,99|,NONE|,NONE%|,0|,0|,['F2']|,src=559|,dest=189|
DENIED|,100|,NONE|,NONE%|,0|,0|,['F2', 'F1', 'F4', 'F3', 'F5']|,src=179|,dest=407|
DENIED|,101|,NONE|,NONE%|,0|,0|,['F2', 'F3', 'F1', 'F5']|,src=584|,dest=404|
