DATASET=TINY,TYPE=WITH_FAULT_TOLERANCE,NODES=42,LINKS=63,REQUESTS=100
REQUEST PASSED, REQUESTS FAILED, AVERAGE REQUEST DELAY, AVERAGE REQUEST COST, AVERAGE FAILURE PROBABILITY, AVERAGE LENGTH OF PATHS, MEAN NODE [CPU, RAM], MEAN LINK BANDWIDTH
234,16,15.703632478632473,13.384188034188034,36.66878839830525%,6.636752136752137,[28.92, 42.92],190.525
REQUEST STATUS,REQUEST ID,PATH ID,FAILURE PROBABILITY,DELAY,COST,FUNCTIONS,PATH
APPROVED|,1|,R1P2|,32.472131147540985%|,21.970000000000002|,15.899999999999999|,['F1', 'F2']|,[48, 316, 328, 399, 309, 380, 396, 286]|
APPROVED|,2|,R2P9|,33.58871745419479%|,23.150000000000006|,17.9|,['F5', 'F4', 'F1']|,[99, 333, 332, 371, 335, 350, 347, 392, 276]|
APPROVED|,3|,R3P2|,28.491803278688522%|,12.95|,12.500000000000002|,['F2']|,[107, 336, 376, 392, 387, 261]|
APPROVED|,4|,R4P1|,38.62862547288777%|,11.24|,14.600000000000001|,['F3', 'F4', 'F1', 'F5', 'F2']|,[171, 357, 331, 314, 319, 386, 257]|
APPROVED|,5|,R5P1|,31.334426229508196%|,16.400000000000002|,16.099999999999998|,['F1', 'F3', 'F4']|,[276, 392, 387, 307, 356, 334, 316, 48]|
APPROVED|,6|,R6P1|,39.09687034277198%|,11.74|,11.799999999999999|,['F5', 'F3', 'F2']|,[54, 318, 337, 355, 396, 286]|
APPROVED|,7|,R7P1|,29.64207650273224%|,11.510000000000002|,9.7|,['F2', 'F3']|,[81, 327, 320, 361, 183]|
APPROVED|,8|,R8P1|,44.96994535519126%|,9.260000000000002|,10.200000000000001|,['F4', 'F5', 'F3', 'F1']|,[72, 324, 313, 323, 69]|
APPROVED|,9|,R9P1|,42.98211624441133%|,12.129999999999999|,12.500000000000002|,['F2']|,[30, 310, 369, 366, 312, 35]|
APPROVED|,10|,R10P3|,39.62988650693569%|,16.089999999999996|,14.899999999999999|,['F3', 'F4', 'F5', 'F2']|,[111, 337, 318, 325, 400, 394, 280]|
APPROVED|,11|,R11P1|,31.949726775956286%|,17.19|,16.8|,['F2', 'F3', 'F4']|,[200, 367, 378, 381, 369, 315, 353, 158]|
APPROVED|,12|,R12P1|,35.10837887067396%|,10.069999999999999|,9.5|,['F5', 'F2', 'F3']|,[237, 379, 359, 358, 172]|
APPROVED|,13|,R13P1|,37.54035308953342%|,17.92|,13.2|,['F2']|,[43, 315, 354, 309, 399, 328, 83]|
APPROVED|,14|,R14P1|,34.79582712369598%|,16.32|,12.0|,['F4']|,[39, 313, 323, 306, 329, 85]|
APPROVED|,15|,R15P2|,28.371374527112234%|,17.7|,13.3|,['F3', 'F2', 'F1', 'F4']|,[210, 370, 390, 328, 399, 309, 25]|
APPROVED|,16|,R16P2|,37.37049180327869%|,21.96|,15.8|,['F3', 'F4', 'F5', 'F2']|,[221, 374, 336, 388, 349, 341, 397, 289]|
APPROVED|,17|,R17P1|,25.686182669789225%|,7.26|,7.8999999999999995|,['F3', 'F1', 'F5', 'F4']|,[187, 363, 338, 114]|
APPROVED|,18|,R18P1|,31.837957124842376%|,16.340000000000003|,14.0|,['F4', 'F5', 'F2']|,[49, 317, 335, 371, 399, 330, 88]|
APPROVED|,19|,R19P3|,36.02732240437159%|,19.52|,16.0|,['F5', 'F1', 'F2']|,[103, 335, 371, 399, 309, 354, 315, 45]|
APPROVED|,20|,R20P1|,34.402900378310214%|,18.91|,13.799999999999999|,['F2', 'F3', 'F4', 'F1']|,[209, 370, 320, 361, 365, 383, 249]|
APPROVED|,21|,R21P1|,38.13661202185792%|,17.38|,16.400000000000002|,['F5', 'F2']|,[256, 386, 325, 318, 337, 393, 370, 210]|
APPROVED|,22|,R22P1|,38.6712204007286%|,14.450000000000001|,9.4|,['F2', 'F5', 'F1', 'F3', 'F4']|,[210, 370, 393, 337, 111]|
APPROVED|,23|,R23P1|,35.864438839848674%|,14.959999999999999|,14.5|,['F5', 'F4']|,[2, 301, 395, 305, 363, 304, 12]|
APPROVED|,24|,R24P1|,37.73770491803279%|,21.17|,16.1|,['F1', 'F5', 'F3']|,[202, 368, 357, 331, 314, 343, 342, 125]|
